-0.0036189305	0.0777841	0.021844285	-0.009759684	0.027737191	-0.0045651924	-0.009439092	0.005003712	-0.021343295	0.009361808	0.05213537	0.083845586	0.09183159	-0.026062526	-0.109334506	0.013860734
0.08593521	-0.07879629	-0.07047916	0.08823712	0.107172675	-0.055444974	-0.14772297	-0.11194402	-0.19397081	0.051926017	0.1297421	0.22696432	0.2748916	0.077329	0.061022636	-0.18828571
0.080641165	0.067208424	0.051963963	0.022644557	0.12610112	0.05943683	-0.07728355	-0.086829804	-0.050258312	-0.02665293	0.08739805	0.2110528	0.2159244	0.025151234	-0.10325026	-0.067861915
0.049769703	0.029834975	-0.03605641	0.024316754	0.027555201	-0.0154755	0.03235841	0.009069253	0.038924877	-0.016515244	-0.044338442	0.013602052	-0.03869511	0.0096003525	-0.0338092	0.015743766
-0.0711122	0.2566934	0.18941799	-0.053063154	-0.06391967	0.090510465	-0.059470233	0.0053029936	0.077646516	-0.10335183	0.07149049	0.2134697	0.2314785	-0.06268613	-0.22525825	-0.005537622
-0.14769006	0.1932368	0.20950879	-0.14786032	-0.15199825	0.1346162	0.1139799	0.15790275	0.110819526	-0.12971361	-0.10955887	-0.047893025	-0.001501896	-0.15410489	-0.23712026	0.11555079
0.036857706	0.20016423	0.14027686	-0.042009905	0.04769878	0.035303336	-0.082495324	-0.017099993	-0.0089988485	-0.025938462	0.092530936	0.17458433	0.16518705	-0.054581426	-0.16206703	0.013793123
-0.0005844261	0.051730722	0.08747861	-0.02674907	0.09381026	-0.019215558	-0.094623804	-0.051649626	-0.08927926	0.001201923	0.13589038	0.27734804	0.24567762	-0.014879616	-0.09105021	-0.017804794
0.036660656	0.11561765	0.031018943	0.06187033	0.078036904	-0.018262943	-0.06790622	-0.1474261	-0.06658892	0.05095997	0.1212569	0.18702339	0.18541887	0.04654483	-0.15206519	-0.019682875
-0.087816976	0.18029082	0.21099396	-0.14722241	-0.02736965	0.11734474	-0.0057325177	0.040986896	0.08065431	-0.15186663	-0.04100452	0.11569441	0.05421367	-0.119724296	-0.20170434	0.044975005
0.066649176	0.11122599	0.09264235	0.059336238	0.039202325	0.044930506	-0.08422724	-0.08935166	-0.10520416	-0.01800011	0.1030267	0.1847719	0.24039261	-0.023143727	-0.12186637	-0.04037911
-0.028202944	0.13689697	0.16199954	0.00231596	-0.021362506	0.044168044	-0.07075909	-0.052225556	0.05488022	-0.033190012	0.007951576	0.14975408	0.21909146	-0.067760915	-0.15247682	0.03458654
-0.22108948	0.277968	0.27557474	-0.2355626	-0.20239018	0.2561966	0.10792489	0.12121739	0.19212893	-0.18924448	-0.10903517	-0.08722064	-0.053238906	-0.16976035	-0.29921597	0.19931589
-0.09659237	0.19757004	0.16164139	-0.10223044	-0.053212695	0.12397761	-0.012547412	0.018415788	0.040570404	-0.047627475	0.019170772	0.0538509	0.04380828	-0.06730278	-0.14193855	0.05754967
0.097141586	0.01140605	-0.026630871	0.09281808	0.08191233	-0.06668031	-0.17424685	-0.12280895	-0.07435636	0.07723442	0.17700776	0.21670263	0.25623375	0.08928122	-0.050682176	-0.10510492
0.06621987	0.100763306	0.11404559	-0.02487818	0.054539878	0.0687305	-0.042523686	-0.08866864	-0.044001147	-0.028440539	0.093909755	0.15396418	0.22991776	-0.017472116	-0.15386689	6.629387e-05
0.064389735	-0.026761735	-0.04971505	0.135208	0.10588795	-0.046045188	-0.13689668	-0.10342351	-0.12555555	0.1362289	0.14313924	0.15122338	0.2160778	0.12994793	0.033257797	-0.09437408
-0.06930087	0.13826615	0.124356516	-0.07082942	-0.026091013	0.10543004	0.003411335	0.03591482	0.00463058	-0.03021547	0.037101947	0.022606783	0.059620727	-0.091581576	-0.17703526	0.08514753
0.06585407	0.055020638	0.040239863	0.06684957	0.09399473	-0.03129557	-0.18558943	-0.09882392	-0.08808668	0.04228711	0.12895922	0.25005504	0.28717887	0.014270748	-0.02491752	-0.0979878
-0.024035288	0.15918475	0.13758355	-0.045293003	-0.00886832	0.084374316	-0.016850892	-0.013130758	-0.03077231	-0.029972045	0.03598885	0.19820502	0.17600425	-0.07070351	-0.17739756	0.0066803014
-0.011352726	0.038738117	0.0029284412	-0.004603629	0.07919528	-0.016086072	-0.057220884	-0.057078693	-0.01754061	-0.009011477	0.072536595	0.10348234	0.12519199	0.021622024	-0.09612832	-0.04564081
